123.025,"Med Helo A2A"
123.05,"Heli UNICOM"
122.9,"MULTICOM"
119.975,"Sawyer Tower"
121.65,"Sawyer Ground"
119.1,"ZMP Gwinn"
122.7,"Houghton CTAF"
133.55,"ZMP West UP"
122.8,"Ironwood CTAF"
123.725,"Sector 13 Sawyer Hi"
133.45,"Sector 87 Ultra Hi"
